updatedAt,content,createdAt,entities,geo,id,language,license,lifespan,publishedAt,remoteID,source,summary,tags,updatedAt,adminArea1,adminArea3,adminArea4,adminArea5,formattedAddress,postalCode,streetAddress,addressComponents,coords,latitude,longitude,tag1,tag2,tag3,lang
2014-05-09 19:09:11.968436,"Leaving work smiling, fulfilled, honored and humbled after my last couple. The privilege of witnessing vulnerability and love of that magnitude has left me speechless.",2014-05-04T05:05:29.973604,,"{'addressComponents': {'adminArea3': 'PA', 'adminArea1': 'United States', 'adminArea4': 'Philadelphia Co.', 'adminArea5': 'Philadelphia', 'streetAddress': '352 W Luzerne St', 'postalCode': '19140', 'formattedAddress': '352 W Luzerne St, Philadelphia, PA 19140'}, 'coords': [-75.13265, 40.011454]}",OLau13leTaCC9w1OkedZYQ,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2014-02-08T15:39:00.000Z,22736-4026,ushahidi,privilege of witnessing vulnerability and love,"[{'name': 'Grateful!', 'confidence': 1}]",2014-05-09 19:09:11.968436,United States,PA,Philadelphia Co.,Philadelphia,"352 W Luzerne St, Philadelphia, PA 19140",19140,352 W Luzerne St,"{'adminArea3': 'PA', 'adminArea1': 'United States', 'adminArea4': 'Philadelphia Co.', 'adminArea5': 'Philadelphia', 'streetAddress': '352 W Luzerne St', 'postalCode': '19140', 'formattedAddress': '352 W Luzerne St, Philadelphia, PA 19140'}","[-75.13265, 40.011454]",40.011454,-75.13265,Grateful!,,,en
2014-05-09 19:09:13.050437,"Grateful to be alive to say the least pic.twitter.com/d57zjDYOsM
@trrevorrr",2014-05-04T05:05:38.125764,,"{'addressComponents': {'adminArea3': 'Limousin', 'adminArea1': 'France', 'adminArea4': 'Corrèze', 'adminArea5': 'Saint-Pardoux-l’Ortigier', 'streetAddress': ""L'Occitane"", 'postalCode': '19270', 'formattedAddress': ""L'Occitane, 19270 Saint-Pardoux-l’Ortigier""}, 'coords': [1.575388, 45.307353]}",A0ft3ja6Ri-3cp04EXvy-A,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2014-02-08T14:56:00.000Z,22736-4025,ushahidi,Grateful to be alive to say the least,"[{'name': 'Twitter', 'confidence': 1}, {'name': 'Grateful!', 'confidence': 1}]",2014-05-09 19:09:13.050437,France,Limousin,Corrèze,Saint-Pardoux-l’Ortigier,"L'Occitane, 19270 Saint-Pardoux-l’Ortigier",19270,L'Occitane,"{'adminArea3': 'Limousin', 'adminArea1': 'France', 'adminArea4': 'Corrèze', 'adminArea5': 'Saint-Pardoux-l’Ortigier', 'streetAddress': ""L'Occitane"", 'postalCode': '19270', 'formattedAddress': ""L'Occitane, 19270 Saint-Pardoux-l’Ortigier""}","[1.575388, 45.307353]",45.307353,1.575388,Twitter,Grateful!,,en
2014-05-09 19:09:12.802585,"Warning: sappy tweet // feeling thankful, grateful, blessed, & happy // let's not forget to focus on the athletes and their accomplishments!
Ariana Kukors ‏@ArianaKukors",2014-05-04T05:05:32.349215,,"{'addressComponents': {'adminArea3': ""Severo-Zapadniy federal'niy okrug"", 'adminArea1': 'Russia', 'adminArea4': ""Arkhangel'skaya oblast'"", 'adminArea5': 'Arkhangelsk', 'streetAddress': 'Talazhskoe shosse 3 korp 2', 'formattedAddress': 'Talazhskoe shosse 3 korp 2, Arkhangelsk, Russia'}, 'coords': [40.557382, 64.568213]}",mEDIBsTFRsaMLaAT2wRtxw,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2014-02-08T13:52:00.000Z,22736-4024,ushahidi,athletes and their accomplishments!,"[{'name': 'Twitter', 'confidence': 1}, {'name': 'Grateful!', 'confidence': 1}]",2014-05-09 19:09:12.802585,Russia,Severo-Zapadniy federal'niy okrug,Arkhangel'skaya oblast',Arkhangelsk,"Talazhskoe shosse 3 korp 2, Arkhangelsk, Russia",,Talazhskoe shosse 3 korp 2,"{'adminArea3': ""Severo-Zapadniy federal'niy okrug"", 'adminArea1': 'Russia', 'adminArea4': ""Arkhangel'skaya oblast'"", 'adminArea5': 'Arkhangelsk', 'streetAddress': 'Talazhskoe shosse 3 korp 2', 'formattedAddress': 'Talazhskoe shosse 3 korp 2, Arkhangelsk, Russia'}","[40.557382, 64.568213]",64.568213,40.557382,Twitter,Grateful!,,en
2014-05-09 19:09:12.883636,"So grateful to be alive and that everyone is okay after this experience. pic.twitter.com/OsWzvFzu7j
Jp
‏@Justin_Porter7",2014-05-04T05:05:36.988045,,"{'addressComponents': {'adminArea3': 'CO', 'adminArea1': 'United States', 'adminArea4': 'Jefferson Co.', 'adminArea5': 'Denver', 'streetAddress': '6045 W Colorado Ln', 'postalCode': '80232', 'formattedAddress': '6045 W Colorado Ln, Denver, CO 80232'}, 'coords': [-105.06317, 39.683717]}",_woyuWVNQ9qP8w4_2KBd1A,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2014-02-08T13:37:00.000Z,22736-4023,ushahidi,grateful to be alive after this experience,"[{'name': 'Twitter', 'confidence': 1}, {'name': 'Grateful!', 'confidence': 1}]",2014-05-09 19:09:12.883636,United States,CO,Jefferson Co.,Denver,"6045 W Colorado Ln, Denver, CO 80232",80232,6045 W Colorado Ln,"{'adminArea3': 'CO', 'adminArea1': 'United States', 'adminArea4': 'Jefferson Co.', 'adminArea5': 'Denver', 'streetAddress': '6045 W Colorado Ln', 'postalCode': '80232', 'formattedAddress': '6045 W Colorado Ln, Denver, CO 80232'}","[-105.06317, 39.683717]",39.683717,-105.06317,Twitter,Grateful!,,en
2014-05-09 19:09:13.214332,"The Castle Cast & Crew just wrapped up 6.17 at 3:40AM

I'll forever be grateful for the amount of dedication and hardwork they put in for us

Tally ‏@InspiredByStana",2014-05-04T05:05:41.544307,,"{'addressComponents': {'adminArea1': 'United Kingdom', 'formattedAddress': 'United Kingdom'}, 'coords': [-5.773318, 55.670825]}",_N9LCbnxQ6ikxzrZD6ZBnQ,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2014-02-08T12:26:00.000Z,22736-4021,ushahidi,Castle Cast & Crew,"[{'name': 'Twitter', 'confidence': 1}, {'name': 'Grateful!', 'confidence': 1}]",2014-05-09 19:09:13.214332,United Kingdom,,,,United Kingdom,,,"{'adminArea1': 'United Kingdom', 'formattedAddress': 'United Kingdom'}","[-5.773318, 55.670825]",55.670825,-5.773318,Twitter,Grateful!,,en
2014-05-09 19:09:13.548258,"What am I grateful for? I believe in God and have a strong program, Melanie and the kids, breathe and another day alive, love, people in my life (too many to name), heat and electricity, we have food and the bills are paid, I have a car and a job...",2014-05-04T05:05:47.583675,,"{'addressComponents': {'adminArea3': 'PA', 'adminArea1': 'United States', 'adminArea4': 'Bucks Co.', 'adminArea5': 'Morrisville', 'streetAddress': '1 W Maple Ave', 'postalCode': '19067', 'formattedAddress': '1 W Maple Ave, Morrisville, PA 19067'}, 'coords': [-74.78231, 40.215253]}",cgoIRZE0SvyZ7xjoeHRv5w,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2014-02-07T15:21:00.000Z,22736-4020,ushahidi,"another day alive,","[{'name': 'Grateful!', 'confidence': 1}]",2014-05-09 19:09:13.548258,United States,PA,Bucks Co.,Morrisville,"1 W Maple Ave, Morrisville, PA 19067",19067,1 W Maple Ave,"{'adminArea3': 'PA', 'adminArea1': 'United States', 'adminArea4': 'Bucks Co.', 'adminArea5': 'Morrisville', 'streetAddress': '1 W Maple Ave', 'postalCode': '19067', 'formattedAddress': '1 W Maple Ave, Morrisville, PA 19067'}","[-74.78231, 40.215253]",40.215253,-74.78231,Grateful!,,,en
2014-05-09 19:09:12.631313,"With so many people still without power and heat after the ice storm, Huge shout out to all you folk  who've opened your homes and ofered hot showers/phone charging/food/drink and a place to stay or visit to your less fortunate neighbors & friends.  Bless your big hearts! We promise not to wear out our welcome.",2014-05-04T05:05:35.820012,,"{'addressComponents': {'adminArea3': 'PA', 'adminArea1': 'United States', 'adminArea4': 'Philadelphia Co.', 'adminArea5': 'Philadelphia', 'streetAddress': '123 E Evergreen Ave', 'postalCode': '19118', 'formattedAddress': '123 E Evergreen Ave, Philadelphia, PA 19118'}, 'coords': [-75.2074, 40.077055]}",JP6rsu5BS2m3s2L2tj6zvg,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2014-02-07T10:37:00.000Z,22736-4018,ushahidi,sharing after the storm,"[{'name': 'Grateful!', 'confidence': 1}, {'name': 'Thank You!', 'confidence': 1}]",2014-05-09 19:09:12.631313,United States,PA,Philadelphia Co.,Philadelphia,"123 E Evergreen Ave, Philadelphia, PA 19118",19118,123 E Evergreen Ave,"{'adminArea3': 'PA', 'adminArea1': 'United States', 'adminArea4': 'Philadelphia Co.', 'adminArea5': 'Philadelphia', 'streetAddress': '123 E Evergreen Ave', 'postalCode': '19118', 'formattedAddress': '123 E Evergreen Ave, Philadelphia, PA 19118'}","[-75.2074, 40.077055]",40.077055,-75.2074,Grateful!,Thank You!,,en
2014-05-09 19:09:13.299195,"With so many people still without power and heat after the ice storm, Huge shout out to all you folk  who've opened your homes and ofered hot showers/phone charging/food/drink and a place to stay or visit to your less fortunate neighbors & friends.  Bless your big hearts! We promise not to wear out our welcome.",2014-05-04T05:05:42.723447,,"{'addressComponents': {'adminArea3': 'PA', 'adminArea1': 'United States', 'adminArea4': 'Philadelphia Co.', 'adminArea5': 'Philadelphia', 'streetAddress': '123 E Evergreen Ave', 'postalCode': '19118', 'formattedAddress': '123 E Evergreen Ave, Philadelphia, PA 19118'}, 'coords': [-75.2074, 40.077055]}",SH9ZnzkzSt6_yoaYAX0pcw,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2014-02-07T10:37:00.000Z,22736-4019,ushahidi,sharing after the storm,"[{'name': 'Grateful!', 'confidence': 1}, {'name': 'Thank You!', 'confidence': 1}]",2014-05-09 19:09:13.299195,United States,PA,Philadelphia Co.,Philadelphia,"123 E Evergreen Ave, Philadelphia, PA 19118",19118,123 E Evergreen Ave,"{'adminArea3': 'PA', 'adminArea1': 'United States', 'adminArea4': 'Philadelphia Co.', 'adminArea5': 'Philadelphia', 'streetAddress': '123 E Evergreen Ave', 'postalCode': '19118', 'formattedAddress': '123 E Evergreen Ave, Philadelphia, PA 19118'}","[-75.2074, 40.077055]",40.077055,-75.2074,Grateful!,Thank You!,,en
2014-05-09 19:09:13.464564,"Our son Christopher called me this morning and asked if we could buy him a ticket to come home this weekend. ""I said sure, why what is going on"" Chris said ""Nothing Mom, I just miss you guys and want to come see you""
Feeling loved and blessed. Can't wait to see him, it is going to be a fun weekend.",2014-05-04T05:05:44.027943,,"{'addressComponents': {'adminArea3': 'IL', 'adminArea1': 'United States', 'adminArea4': 'Lake Co.', 'adminArea5': 'Gurnee', 'streetAddress': '677 Greenleaf St', 'postalCode': '60031', 'formattedAddress': '677 Greenleaf St, Gurnee, IL 60031'}, 'coords': [-87.902019, 42.3703]}",NDM8uNOcTx-gsaYYcv_2FQ,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2014-02-07T10:32:00.000Z,22736-4017,ushahidi,Feeling loved and blessed,"[{'name': 'Grateful!', 'confidence': 1}]",2014-05-09 19:09:13.464564,United States,IL,Lake Co.,Gurnee,"677 Greenleaf St, Gurnee, IL 60031",60031,677 Greenleaf St,"{'adminArea3': 'IL', 'adminArea1': 'United States', 'adminArea4': 'Lake Co.', 'adminArea5': 'Gurnee', 'streetAddress': '677 Greenleaf St', 'postalCode': '60031', 'formattedAddress': '677 Greenleaf St, Gurnee, IL 60031'}","[-87.902019, 42.3703]",42.3703,-87.902019,Grateful!,,,en
2014-05-09 19:09:13.968404,"Nothing better than listening to my kids laugh. Nothing.   #grateful
JC Monahan ‏@jcmonahan",2014-05-04T05:05:45.156351,,"{'addressComponents': {'adminArea3': 'OH', 'adminArea1': 'United States', 'adminArea4': 'Belmont Co.', 'adminArea5': 'Jerusalem', 'streetAddress': '34019 Bristol St', 'postalCode': '43747', 'formattedAddress': '34019 Bristol St, Jerusalem, OH 43747'}, 'coords': [-81.198443, 39.888127]}",VSqAR9eYQM-a-sD0YhH98w,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2014-02-06T15:55:00.000Z,22736-4011,ushahidi,listening to my kids laugh,"[{'name': 'Twitter', 'confidence': 1}, {'name': 'Grateful!', 'confidence': 1}]",2014-05-09 19:09:13.968404,United States,OH,Belmont Co.,Jerusalem,"34019 Bristol St, Jerusalem, OH 43747",43747,34019 Bristol St,"{'adminArea3': 'OH', 'adminArea1': 'United States', 'adminArea4': 'Belmont Co.', 'adminArea5': 'Jerusalem', 'streetAddress': '34019 Bristol St', 'postalCode': '43747', 'formattedAddress': '34019 Bristol St, Jerusalem, OH 43747'}","[-81.198443, 39.888127]",39.888127,-81.198443,Twitter,Grateful!,,en
2014-05-09 19:09:12.464798,"1 Year ago today World Gratitude Map joined Twitter.  3,709 Happy Tweets later-- Thanks, Twitter. And thank YOU each and every follower, reader, dreamer and grateful-hearted person for your support. See, Gratitude IS contagious.  

We know you are doing the best you can to live a good life and be your best self. Thanks for helping us Keep our Eyes on all that's Good & Beautiful & Possible in the World.  Because ""The Stories We Tell, Create the People We Become.   --JT Lewis, Co-Founder, World Gratitude Map

#SeetheGood""",2014-05-04T05:05:40.417025,,"{'addressComponents': {'adminArea3': 'CA', 'adminArea1': 'United States', 'adminArea4': 'San Francisco Co.', 'adminArea5': 'San Francisco', 'streetAddress': 'Stevenson St', 'postalCode': '94103', 'formattedAddress': 'Stevenson St, San Francisco, CA 94103'}, 'coords': [-122.416545, 37.776744]}",RvT0nqGJR-CMvQFyxyX-Vw,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2014-02-06T14:22:00.000Z,22736-4010,ushahidi,#Twitterversary,"[{'name': 'Twitter', 'confidence': 1}, {'name': 'Grateful!', 'confidence': 1}, {'name': 'Thank You!', 'confidence': 1}]",2014-05-09 19:09:12.464798,United States,CA,San Francisco Co.,San Francisco,"Stevenson St, San Francisco, CA 94103",94103,Stevenson St,"{'adminArea3': 'CA', 'adminArea1': 'United States', 'adminArea4': 'San Francisco Co.', 'adminArea5': 'San Francisco', 'streetAddress': 'Stevenson St', 'postalCode': '94103', 'formattedAddress': 'Stevenson St, San Francisco, CA 94103'}","[-122.416545, 37.776744]",37.776744,-122.416545,Twitter,Grateful!,Thank You!,en
2014-05-09 19:09:13.881724,"YAY for little white lies & the folk who love us enough to tell them.  Thanks, Heather!",2014-05-04T05:05:48.850957,,"{'addressComponents': {'adminArea3': 'PA', 'adminArea1': 'United States', 'adminArea4': 'Luzerne Co.', 'adminArea5': 'Plymouth', 'streetAddress': '41 E Railroad St', 'postalCode': '18651', 'formattedAddress': '41 E Railroad St, Plymouth, PA 18651'}, 'coords': [-75.944643, 41.24036]}",7vQwPTewR66CN6dOxx9_FA,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2014-02-06T13:30:00.000Z,22736-4009,ushahidi,Little white lies,"[{'name': 'Grateful!', 'confidence': 1}, {'name': 'Thank You!', 'confidence': 1}]",2014-05-09 19:09:13.881724,United States,PA,Luzerne Co.,Plymouth,"41 E Railroad St, Plymouth, PA 18651",18651,41 E Railroad St,"{'adminArea3': 'PA', 'adminArea1': 'United States', 'adminArea4': 'Luzerne Co.', 'adminArea5': 'Plymouth', 'streetAddress': '41 E Railroad St', 'postalCode': '18651', 'formattedAddress': '41 E Railroad St, Plymouth, PA 18651'}","[-75.944643, 41.24036]",41.24036,-75.944643,Grateful!,Thank You!,,en
2014-05-09 19:09:14.048360,Forgiveness is wonderful. Thank god.,2014-05-04T05:05:57.407800,,"{'addressComponents': {'adminArea3': 'CT', 'adminArea1': 'United States', 'adminArea4': 'New Haven Co.', 'adminArea5': 'Wallingford', 'streetAddress': '22 Meadow St', 'postalCode': '06492', 'formattedAddress': '22 Meadow St, Wallingford, CT 06492'}, 'coords': [-72.823155, 41.457042]}",q_u1D4fuR1KY_v41_jET3A,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2014-02-06T11:48:00.000Z,22736-4008,ushahidi,Received an amazing text message today to wake up to :),"[{'name': 'Grateful!', 'confidence': 1}]",2014-05-09 19:09:14.048360,United States,CT,New Haven Co.,Wallingford,"22 Meadow St, Wallingford, CT 06492",06492,22 Meadow St,"{'adminArea3': 'CT', 'adminArea1': 'United States', 'adminArea4': 'New Haven Co.', 'adminArea5': 'Wallingford', 'streetAddress': '22 Meadow St', 'postalCode': '06492', 'formattedAddress': '22 Meadow St, Wallingford, CT 06492'}","[-72.823155, 41.457042]",41.457042,-72.823155,Grateful!,,,en
2014-05-09 19:09:13.801962,"An unknown neighbor blew the 3-ft snow bank off the end of my driveway for me!


Photo credit *Mary** via Flickr (Creative Commons)",2014-05-04T05:05:50.001867,,"{'addressComponents': {'adminArea3': 'ON', 'adminArea1': 'Canada', 'adminArea4': 'Simcoe', 'adminArea5': 'Barrie', 'streetAddress': '30 Bayfield St', 'postalCode': 'L4M 3A5', 'formattedAddress': '30 Bayfield St, Barrie, ON L4M 3A5, Canada'}, 'coords': [-79.690332, 44.389356]}",U0S077PfQF2ES5C0JY1yyg,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2014-02-05T23:47:00.000Z,22736-4007,ushahidi,Kind Neighbor,"[{'name': 'Random Acts of Kindness', 'confidence': 1}, {'name': 'Grateful!', 'confidence': 1}, {'name': 'Thank You!', 'confidence': 1}]",2014-05-09 19:09:13.801962,Canada,ON,Simcoe,Barrie,"30 Bayfield St, Barrie, ON L4M 3A5, Canada",L4M 3A5,30 Bayfield St,"{'adminArea3': 'ON', 'adminArea1': 'Canada', 'adminArea4': 'Simcoe', 'adminArea5': 'Barrie', 'streetAddress': '30 Bayfield St', 'postalCode': 'L4M 3A5', 'formattedAddress': '30 Bayfield St, Barrie, ON L4M 3A5, Canada'}","[-79.690332, 44.389356]",44.389356,-79.690332,Random Acts of Kindness,Grateful!,Thank You!,en
2014-05-09 19:09:13.381173,"Grateful for the friendship of such warm, fun people.  Thanks for your many kindnesses, seen and unseen. For your leadership, mentoring, hospitality & hi jinks.  Love the way you ""walk the walk"". Your work hard:play hard sensibility. Then there's the southern charm. Which is why we're putting this dot over North Carolina",2014-05-04T05:05:51.250024,,"{'addressComponents': {'adminArea3': 'NC', 'adminArea1': 'United States', 'adminArea4': 'Durham Co.', 'adminArea5': 'Durham', 'streetAddress': 'W Chapel Hill St', 'postalCode': '27701', 'formattedAddress': 'W Chapel Hill St, Durham, NC 27701'}, 'coords': [-78.906359, 35.997443]}",u5vqUKQnTLur5b7vpqQ4Aw,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2014-02-05T23:03:00.000Z,22736-4006,ushahidi,Claudia & Jim,"[{'name': 'Grateful!', 'confidence': 1}, {'name': 'Thank You!', 'confidence': 1}]",2014-05-09 19:09:13.381173,United States,NC,Durham Co.,Durham,"W Chapel Hill St, Durham, NC 27701",27701,W Chapel Hill St,"{'adminArea3': 'NC', 'adminArea1': 'United States', 'adminArea4': 'Durham Co.', 'adminArea5': 'Durham', 'streetAddress': 'W Chapel Hill St', 'postalCode': '27701', 'formattedAddress': 'W Chapel Hill St, Durham, NC 27701'}","[-78.906359, 35.997443]",35.997443,-78.906359,Grateful!,Thank You!,,en
2014-05-09 19:09:14.131713,"Ice storm knocked out power to >600,000 households = >1 million people . Thank you PECO leadership staff road crews  and workers on loan from other companies  mobilized Round the clock in the cold dodging still falling branches and ice  to get the lights back on. THANK YOU

photo credit Scott S. Hamrick",2014-05-04T05:05:58.548980,,"{'addressComponents': {'adminArea3': 'PA', 'adminArea1': 'United States', 'adminArea4': 'Montgomery Co.', 'adminArea5': 'Dresher', 'streetAddress': 'Pennsylvania Tpke', 'postalCode': '19025', 'formattedAddress': 'Pennsylvania Tpke, Dresher, PA 19025'}, 'coords': [-75.165707, 40.14033]}",ryU6gGY2SYeEFXRzAv-IFw,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2014-02-05T22:27:00.000Z,22736-4005,ushahidi,PECO crews working to restore power,"[{'name': 'Grateful!', 'confidence': 1}, {'name': 'Thank You!', 'confidence': 1}]",2014-05-09 19:09:14.131713,United States,PA,Montgomery Co.,Dresher,"Pennsylvania Tpke, Dresher, PA 19025",19025,Pennsylvania Tpke,"{'adminArea3': 'PA', 'adminArea1': 'United States', 'adminArea4': 'Montgomery Co.', 'adminArea5': 'Dresher', 'streetAddress': 'Pennsylvania Tpke', 'postalCode': '19025', 'formattedAddress': 'Pennsylvania Tpke, Dresher, PA 19025'}","[-75.165707, 40.14033]",40.14033,-75.165707,Grateful!,Thank You!,,en
